accuracy,val_accuracy,loss,val_loss
0.7120591402053833,0.7631048560142517,1.009315522817465,0.8488637410825298
0.7239494919776917,0.7762096524238586,0.9587498201595333,0.7863673192839469
0.7335395812988281,0.7752016186714172,0.9219556742623566,0.8174451147356341
0.742770791053772,0.7792338728904724,0.8920901718720508,0.7982017570926297
0.7491961717605591,0.7933467626571655,0.8651157938854542,0.7649104624025284
0.7555963397026062,0.7792338728904724,0.8413803190111024,0.7659036171051764
0.7602472901344299,0.7963709831237793,0.8214299575339279,0.747260098495791
0.7651813626289368,0.8094757795333862,0.8052486304995563,0.6918529906580525
0.7700497508049011,0.7963709831237793,0.7844599042593117,0.7180591052578341
0.7735127210617065,0.8004032373428345,0.7727879331155877,0.7102825045585632
